"wdl_collection_date","short_station_wdl","wdl_sample_id","station_num_wdl","data_owner","data_status_wdl","long_station_wdl","description","lab_collection_date","station_lab","id_type"
2024-08-12,"D6A","CEMP0824B00020","E0E80172084","0312","1000 - Non-Public, Review Status Unknown","D6A - Sacramento River @ Martinez",NA,2024-08-13,"D6A - Martinez","blims_sample_i_ds"
2024-08-12,"D10A - Mallard","CEMP0824B00021","B9D80261551","0312","1000 - Non-Public, Review Status Unknown","Sacramento River @ Mallard Island - D10A",NA,2024-08-13,"D10A - Mallard","blims_sample_i_ds"
2024-08-12,"D12A","CEMP0824B00024","B9D80111482","0312","1000 - Non-Public, Review Status Unknown","D12A - San Joaquin River @ Antioch",NA,2024-08-13,"D12A","blims_sample_i_ds"
2024-08-12,"D12A","CEMP0824B00022","B9D80111482","0312","1000 - Non-Public, Review Status Unknown","D12A - San Joaquin River @ Antioch",NA,2024-08-13,"D12A","blims_sample_i_ds"
2024-08-12,"D24A","CEMP0824B00023","B9D80951412","0312","1000 - Non-Public, Review Status Unknown","D24A - Sacramento River @ Rio Vista",NA,2024-08-13,"D24A - Rio Vista","blims_sample_i_ds"
2024-08-12,"Blank; Equipment","CEMP0824B00025","Blank; Equipment","0312","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-08-13,"Blank; Equipment","blims_sample_i_ds"
2024-08-21,"D19A","CEMP0824B00030","B9D80281359","0312","1000 - Non-Public, Review Status Unknown","Frank's Tract Mid Track - D19A",NA,2024-08-22,"Frank's Tract Mid Track - D19A","blims_sample_i_ds"
2024-08-21,"Blank; Equipment","CEMP0824B00031","Blank; Equipment","0312","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-08-22,"Blank; Equipment","blims_sample_i_ds"
2024-09-08,"D24A","CEMP0924B00037","B9D80951412","0312","1000 - Non-Public, Review Status Unknown","D24A - Sacramento River @ Rio Vista",NA,2024-09-10,"D24A - Rio Vista","blims_sample_i_ds"
2024-09-09,"Blank; Equipment","CEMP0924B00034","Blank; Equipment","0312","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-09-10,"Blank; Equipment","blims_sample_i_ds"
2024-09-09,"D6A","CEMP0924B00036","E0E80172084","0312","1000 - Non-Public, Review Status Unknown","D6A - Sacramento River @ Martinez",NA,2024-09-10,"D6A - Martinez","blims_sample_i_ds"
2024-09-09,"D6A","CEMP0924B00033","E0E80172084","0312","1000 - Non-Public, Review Status Unknown","D6A - Sacramento River @ Martinez",NA,2024-09-10,"D6A - Martinez","blims_sample_i_ds"
2024-09-09,"D10A - Mallard","CEMP0924B00035","B9D80261551","0312","1000 - Non-Public, Review Status Unknown","Sacramento River @ Mallard Island - D10A",NA,2024-09-10,"D10A - Mallard","blims_sample_i_ds"
2024-09-09,"D12A","CEMP0924B00032","B9D80111482","0312","1000 - Non-Public, Review Status Unknown","D12A - San Joaquin River @ Antioch",NA,2024-09-10,"D12A","blims_sample_i_ds"
2024-09-17,"D19A","CEMP0924B00043","B9D80281359","0312","1000 - Non-Public, Review Status Unknown","Frank's Tract Mid Track - D19A",NA,2024-09-20,"Frank's Tract Mid Track - D19A","blims_sample_i_ds"
2024-09-17,"Blank; Equipment","CEMP0924B00042","Blank; Equipment","0312","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-09-20,"Blank; Equipment","blims_sample_i_ds"
2024-10-07,"D6A","CEMP1024B00048","E0E80172084","0312","1000 - Non-Public, Review Status Unknown","D6A - Sacramento River @ Martinez",NA,2024-10-08,"D6A - Martinez","blims_sample_i_ds"
2024-10-07,"D10A - Mallard","CEMP1024B00045","B9D80261551","0312","1000 - Non-Public, Review Status Unknown","Sacramento River @ Mallard Island - D10A",NA,2024-10-08,"D10A - Mallard","blims_sample_i_ds"
2024-10-07,"D10A - Mallard","CEMP1024B00047","B9D80261551","0312","1000 - Non-Public, Review Status Unknown","Sacramento River @ Mallard Island - D10A",NA,2024-10-08,"D10A - Mallard","blims_sample_i_ds"
2024-10-07,"D12A","CEMP1024B00044","B9D80111482","0312","1000 - Non-Public, Review Status Unknown","D12A - San Joaquin River @ Antioch",NA,2024-10-08,"D12A","blims_sample_i_ds"
2024-10-07,"D24A","CEMP1024B00049","B9D80951412","0312","1000 - Non-Public, Review Status Unknown","D24A - Sacramento River @ Rio Vista",NA,2024-10-08,"D24A - Rio Vista","blims_sample_i_ds"
2024-10-07,"Blank; Equipment","CEMP1024B00046","Blank; Equipment","0312","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-10-08,"Blank; Equipment","blims_sample_i_ds"
2024-10-16,"D19A","CEMP1024B00055","B9D80281359","0312","1000 - Non-Public, Review Status Unknown","Frank's Tract Mid Track - D19A",NA,2024-10-18,"Frank's Tract Mid Track - D19A","blims_sample_i_ds"
2024-10-16,"Blank; Equipment","CEMP1024B00054","Blank; Equipment","0312","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-10-18,"Blank; Equipment","blims_sample_i_ds"
2024-07-01,"Toe Drain YB LISBON","ES0724B0306","B9D82851352","0330","3000 - Public, Review Status Unknown","Yolo Bypass Toe Drain Below Lisbon Weir",NA,2024-07-02,"Toe Drain YB LISBON - Below Lisbon Wei","flims_sample_i_ds"
2024-07-01,"Toe Drain YB LISBON","ES0724B0319","B9D82851352","0330","3000 - Public, Review Status Unknown","Yolo Bypass Toe Drain Below Lisbon Weir",NA,2024-07-02,"Toe Drain YB LISBON - Below Lisbon Wei","flims_sample_i_ds"
2024-07-01,"RVB - Rio Vista","ES0724B0314","B9D80960412","0330","3000 - Public, Review Status Unknown","Sacramento River at Rio Vista Bridge",NA,2024-07-02,"RVB - Rio Vista","flims_sample_i_ds"
2024-07-01,"DWSC South","ES0724B0316","A0X81731395","0330","1000 - Non-Public, Review Status Unknown","Sacramento Ship Channel South",NA,2024-07-02,"DWSC South","flims_sample_i_ds"
2024-07-01,"Toe Drain at STTD","ES0724B0307","A0D82120386","0330","3000 - Public, Review Status Unknown","Toe Drain at Rotary Screw Trap",NA,2024-07-02,"Toe Drain at STTD - Rotary Screw Trap","flims_sample_i_ds"
2024-07-01,"Toe Drain at STTD","ES0724B0318","A0D82120386","0330","3000 - Public, Review Status Unknown","Toe Drain at Rotary Screw Trap",NA,2024-07-02,"Toe Drain at STTD - Rotary Screw Trap","flims_sample_i_ds"
2024-07-01,"RYI - Cache Slough","ES0724B0313","B9D81281402","0330","3000 - Public, Review Status Unknown","Cache Slough at Ryer Island",NA,2024-07-02,"RYI - Cache Slough","flims_sample_i_ds"
2024-07-01,"DWSC North","ES0724B0315","A0X82491367","0330","1000 - Non-Public, Review Status Unknown","Sacramento Ship Channel North of Cache Slough",NA,2024-07-02,"DWSC North","flims_sample_i_ds"
2024-07-01,"Liberty at S End","ES0724B0312","B9D81450411","0330","3000 - Public, Review Status Unknown","Liberty at Approx Center South End",NA,2024-07-02,"Liberty Is at S End","flims_sample_i_ds"
2024-07-01,"Shag Slough South","ES0724B0310","A0S81701415","0330","1000 - Non-Public, Review Status Unknown","Shag Slough South",NA,2024-07-02,"Shag Slough South","flims_sample_i_ds"
2024-07-01,"Shag Slough North","ES0724B0309","A0S81931416","0330","1000 - Non-Public, Review Status Unknown","Shag Slough North",NA,2024-07-02,"Shag Slough North","flims_sample_i_ds"
2024-07-01,"Stairsteps East","ES0724B0308","A0S82021400","0330","1000 - Non-Public, Review Status Unknown","Cache Slough at Liberty Cut, Stairsteps East",NA,2024-07-02,"Cache Slough at Liberty Cut, Stairsteps East","flims_sample_i_ds"
2024-07-01,"BL5 -Below Toe Drain","ES0724B0311","B9D81651399","0330","3000 - Public, Review Status Unknown","Below Base of Toe Drain in Prospect Slough",NA,2024-07-02,"BL5 -Below Toe Drain","flims_sample_i_ds"
2024-07-15,"RVB - Rio Vista","ES0724B0330","B9D80960412","0330","3000 - Public, Review Status Unknown","Sacramento River at Rio Vista Bridge",NA,2024-07-16,"RVB - Rio Vista","flims_sample_i_ds"
2024-07-15,"RYI - Cache Slough","ES0724B0329","B9D81281402","0330","3000 - Public, Review Status Unknown","Cache Slough at Ryer Island",NA,2024-07-16,"RYI - Cache Slough","flims_sample_i_ds"
2024-07-15,"Liberty at S End","ES0724B0328","B9D81450411","0330","3000 - Public, Review Status Unknown","Liberty at Approx Center South End",NA,2024-07-16,"Liberty Is at S End","flims_sample_i_ds"
2024-07-15,"Toe Drain YB LISBON","ES0724B0322","B9D82851352","0330","3000 - Public, Review Status Unknown","Yolo Bypass Toe Drain Below Lisbon Weir",NA,2024-07-16,"Toe Drain YB LISBON - Below Lisbon Wei","flims_sample_i_ds"
2024-07-15,"Toe Drain YB LISBON","ES0724B0335","B9D82851352","0330","3000 - Public, Review Status Unknown","Yolo Bypass Toe Drain Below Lisbon Weir",NA,2024-07-16,"Toe Drain YB LISBON - Below Lisbon Wei","flims_sample_i_ds"
2024-07-15,"DWSC South","ES0724B0332","A0X81731395","0330","1000 - Non-Public, Review Status Unknown","Sacramento Ship Channel South",NA,2024-07-16,"DWSC South","flims_sample_i_ds"
2024-07-15,"Shag Slough South","ES0724B0326","A0S81701415","0330","1000 - Non-Public, Review Status Unknown","Shag Slough South",NA,2024-07-16,"Shag Slough South","flims_sample_i_ds"
2024-07-15,"Shag Slough North","ES0724B0325","A0S81931416","0330","1000 - Non-Public, Review Status Unknown","Shag Slough North",NA,2024-07-16,"Shag Slough North","flims_sample_i_ds"
2024-07-15,"Toe Drain at STTD","ES0724B0323","A0D82120386","0330","3000 - Public, Review Status Unknown","Toe Drain at Rotary Screw Trap",NA,2024-07-16,"Toes Drain at STTD - Rotary Screw Trap","flims_sample_i_ds"
2024-07-15,"Toe Drain at STTD","ES0724B0334","A0D82120386","0330","3000 - Public, Review Status Unknown","Toe Drain at Rotary Screw Trap",NA,2024-07-16,"Toe Drain at STTD - Rotary Screw Trap","flims_sample_i_ds"
2024-07-15,"Stairsteps East","ES0724B0324","A0S82021400","0330","1000 - Non-Public, Review Status Unknown","Cache Slough at Liberty Cut, Stairsteps East",NA,2024-07-16,"Stairsteps East - Cache Slough at Liberty Cut","flims_sample_i_ds"
2024-07-15,"DWSC North","ES0724B0331","A0X82491367","0330","1000 - Non-Public, Review Status Unknown","Sacramento Ship Channel North of Cache Slough",NA,2024-07-16,"DWSC North","flims_sample_i_ds"
2024-07-15,"BL5 -Below Toe Drain","ES0724B0327","B9D81651399","0330","3000 - Public, Review Status Unknown","Below Base of Toe Drain in Prospect Slough",NA,2024-07-16,"BL5 -Below Toe Drain","flims_sample_i_ds"
2024-07-29,"RYI - Cache Slough","ES0724B00030","B9D81281402","0330","3000 - Public, Review Status Unknown","Cache Slough at Ryer Island",NA,2024-07-30,"RYI - Cache Slough","blims_sample_i_ds"
2024-07-29,"RVB - Rio Vista","ES0724B00031","B9D80960412","0330","3000 - Public, Review Status Unknown","Sacramento River at Rio Vista Bridge",NA,2024-07-30,"RVB - Rio Vista","blims_sample_i_ds"
2024-07-29,"Liberty at S End","ES0724B00029","B9D81450411","0330","3000 - Public, Review Status Unknown","Liberty at Approx Center South End",NA,2024-07-30,"Liberty Is @ Base","blims_sample_i_ds"
2024-07-29,"DWSC South","ES0724B00033","A0X81731395","0330","1000 - Non-Public, Review Status Unknown","Sacramento Ship Channel South",NA,2024-07-30,"DWSC South","blims_sample_i_ds"
2024-07-29,"Toe Drain at STTD","ES0724B00023","A0D82120386","0330","3000 - Public, Review Status Unknown","Toe Drain at Rotary Screw Trap",NA,2024-07-30,"Toe Drain at STTD","blims_sample_i_ds"
2024-07-29,"Toe Drain at STTD","ES0724B00024","A0D82120386","0330","3000 - Public, Review Status Unknown","Toe Drain at Rotary Screw Trap",NA,2024-07-30,"Toe Drain at STTD (Replicate)","blims_sample_i_ds"
2024-07-29,"Shag Slough South","ES0724B00028","A0S81701415","0330","1000 - Non-Public, Review Status Unknown","Shag Slough South",NA,2024-07-30,"Shag Slough South","blims_sample_i_ds"
2024-07-29,"Shag Slough North","ES0724B00027","A0S81931416","0330","1000 - Non-Public, Review Status Unknown","Shag Slough North",NA,2024-07-30,"Shag Slough North","blims_sample_i_ds"
2024-07-29,"DWSC North","ES0724B00032","A0X82491367","0330","1000 - Non-Public, Review Status Unknown","Sacramento Ship Channel North of Cache Slough",NA,2024-07-30,"DWSC North","blims_sample_i_ds"
2024-07-29,"Stairsteps East","ES0724B00026","A0S82021400","0330","1000 - Non-Public, Review Status Unknown","Cache Slough at Liberty Cut, Stairsteps East",NA,2024-07-30,"Stairsteps East","blims_sample_i_ds"
2024-07-29,"BL5 -Below Toe Drain","ES0724B00025","B9D81651399","0330","3000 - Public, Review Status Unknown","Below Base of Toe Drain in Prospect Slough",NA,2024-07-30,"BL5 -Below Toe Drain","blims_sample_i_ds"
2024-07-29,"Toe Drain YB LISBON","ES0724B00021","B9D82851352","0330","3000 - Public, Review Status Unknown","Yolo Bypass Toe Drain Below Lisbon Weir",NA,2024-07-30,"YOLOBYLISBON","blims_sample_i_ds"
2024-07-29,"Toe Drain YB LISBON","ES0724B00022","B9D82851352","0330","3000 - Public, Review Status Unknown","Yolo Bypass Toe Drain Below Lisbon Weir",NA,2024-07-30,"YOLOBYLISBON (Replicate)","blims_sample_i_ds"
2024-08-12,"RVB - Rio Vista","ES0824B00048","B9D80960412","0330","3000 - Public, Review Status Unknown","Sacramento River at Rio Vista Bridge",NA,2024-08-13,"RVB - Rio Vista","blims_sample_i_ds"
2024-08-12,"Toe Drain YB LISBON","ES0824B00038","B9D82851352","0330","3000 - Public, Review Status Unknown","Yolo Bypass Toe Drain Below Lisbon Weir",NA,2024-08-13,"YOLOBYLISBON","blims_sample_i_ds"
2024-08-12,"Toe Drain YB LISBON","ES0824B00039","B9D82851352","0330","3000 - Public, Review Status Unknown","Yolo Bypass Toe Drain Below Lisbon Weir",NA,2024-08-13,"YOLOBYLISBON (Replicate)","blims_sample_i_ds"
2024-08-12,"RYI - Cache Slough","ES0824B00047","B9D81281402","0330","3000 - Public, Review Status Unknown","Cache Slough at Ryer Island",NA,2024-08-13,"RYI - Cache Slough","blims_sample_i_ds"
2024-08-12,"Liberty at S End","ES0824B00046","B9D81450411","0330","3000 - Public, Review Status Unknown","Liberty at Approx Center South End",NA,2024-08-13,"Liberty Is @ Base","blims_sample_i_ds"
2024-08-12,"Toe Drain at STTD","ES0824B00040","A0D82120386","0330","3000 - Public, Review Status Unknown","Toe Drain at Rotary Screw Trap",NA,2024-08-13,"Toe Drain at STTD","blims_sample_i_ds"
2024-08-12,"Toe Drain at STTD","ES0824B00041","A0D82120386","0330","3000 - Public, Review Status Unknown","Toe Drain at Rotary Screw Trap",NA,2024-08-13,"Toe Drain at STTD (Replicate)","blims_sample_i_ds"
2024-08-12,"Shag Slough South","ES0824B00045","A0S81701415","0330","1000 - Non-Public, Review Status Unknown","Shag Slough South",NA,2024-08-13,"Shag Slough South","blims_sample_i_ds"
2024-08-12,"DWSC South","ES0824B00049","A0X81731395","0330","1000 - Non-Public, Review Status Unknown","Sacramento Ship Channel South",NA,2024-08-13,"DWSC South","blims_sample_i_ds"
2024-08-12,"Shag Slough North","ES0824B00044","A0S81931416","0330","1000 - Non-Public, Review Status Unknown","Shag Slough North",NA,2024-08-13,"Shag Slough North","blims_sample_i_ds"
2024-08-12,"Stairsteps East","ES0824B00043","A0S82021400","0330","1000 - Non-Public, Review Status Unknown","Cache Slough at Liberty Cut, Stairsteps East",NA,2024-08-13,"Stairsteps East","blims_sample_i_ds"
2024-08-12,"BL5 -Below Toe Drain","ES0824B00042","B9D81651399","0330","3000 - Public, Review Status Unknown","Below Base of Toe Drain in Prospect Slough",NA,2024-08-13,"BL5 -Below Toe Drain","blims_sample_i_ds"
2024-08-12,"DWSC North","ES0824B00050","A0X82491367","0330","1000 - Non-Public, Review Status Unknown","Sacramento Ship Channel North of Cache Slough",NA,2024-08-13,"DWSC North","blims_sample_i_ds"
2024-08-26,"RVB - Rio Vista","ES0824B00060","B9D80960412","0330","3000 - Public, Review Status Unknown","Sacramento River at Rio Vista Bridge",NA,2024-08-27,"RVB - Rio Vista","blims_sample_i_ds"
2024-08-26,"RYI - Cache Slough","ES0824B00061","B9D81281402","0330","3000 - Public, Review Status Unknown","Cache Slough at Ryer Island",NA,2024-08-27,"RYI - Cache Slough","blims_sample_i_ds"
2024-08-26,"Liberty at S End","ES0824B00057","B9D81450411","0330","3000 - Public, Review Status Unknown","Liberty at Approx Center South End",NA,2024-08-27,"Liberty Is @ Base","blims_sample_i_ds"
2024-08-26,"DWSC South","ES0824B00056","A0X81731395","0330","1000 - Non-Public, Review Status Unknown","Sacramento Ship Channel South",NA,2024-08-27,"DWSC South","blims_sample_i_ds"
2024-08-26,"Toe Drain at STTD","ES0824B00065","A0D82120386","0330","3000 - Public, Review Status Unknown","Toe Drain at Rotary Screw Trap",NA,2024-08-27,"Toe Drain at STTD","blims_sample_i_ds"
2024-08-26,"Toe Drain at STTD","ES0824B00066","A0D82120386","0330","3000 - Public, Review Status Unknown","Toe Drain at Rotary Screw Trap",NA,2024-08-27,"Toe Drain at STTD (Replicate)","blims_sample_i_ds"
2024-08-26,"Shag Slough South","ES0824B00063","A0S81701415","0330","1000 - Non-Public, Review Status Unknown","Shag Slough South",NA,2024-08-27,"Shag Slough South","blims_sample_i_ds"
2024-08-26,"Shag Slough North","ES0824B00062","A0S81931416","0330","1000 - Non-Public, Review Status Unknown","Shag Slough North",NA,2024-08-27,"Shag Slough North","blims_sample_i_ds"
2024-08-26,"DWSC North","ES0824B00055","A0X82491367","0330","1000 - Non-Public, Review Status Unknown","Sacramento Ship Channel North of Cache Slough",NA,2024-08-27,"DWSC North","blims_sample_i_ds"
2024-08-26,"Stairsteps East","ES0824B00064","A0S82021400","0330","1000 - Non-Public, Review Status Unknown","Cache Slough at Liberty Cut, Stairsteps East",NA,2024-08-27,"Stairsteps East","blims_sample_i_ds"
2024-08-26,"BL5 -Below Toe Drain","ES0824B00054","B9D81651399","0330","3000 - Public, Review Status Unknown","Below Base of Toe Drain in Prospect Slough",NA,2024-08-27,"BL5 -Below Toe Drain","blims_sample_i_ds"
2024-08-26,"Toe Drain YB LISBON","ES0824B00058","B9D82851352","0330","3000 - Public, Review Status Unknown","Yolo Bypass Toe Drain Below Lisbon Weir",NA,2024-08-27,"YOLOBYLISBON","blims_sample_i_ds"
2024-08-26,"Toe Drain YB LISBON","ES0824B00059","B9D82851352","0330","3000 - Public, Review Status Unknown","Yolo Bypass Toe Drain Below Lisbon Weir",NA,2024-08-27,"YOLOBYLISBON (Replicate)","blims_sample_i_ds"
2024-09-09,"Toe Drain at STTD","ES0924B00072","A0D82120386","0330","1000 - Non-Public, Review Status Unknown","Toe Drain at Rotary Screw Trap",NA,2024-09-10,"Toe Drain at STTD","blims_sample_i_ds"
2024-09-09,"Toe Drain at STTD","ES0924B00073","A0D82120386","0330","1000 - Non-Public, Review Status Unknown","Toe Drain at Rotary Screw Trap",NA,2024-09-10,"Toe Drain at STTD (Replicate)","blims_sample_i_ds"
2024-09-09,"Toe Drain YB LISBON","ES0924B00070","B9D82851352","0330","1000 - Non-Public, Review Status Unknown","Yolo Bypass Toe Drain Below Lisbon Weir",NA,2024-09-10,"YOLOBYLISBON","blims_sample_i_ds"
2024-09-09,"Toe Drain YB LISBON","ES0924B00071","B9D82851352","0330","1000 - Non-Public, Review Status Unknown","Yolo Bypass Toe Drain Below Lisbon Weir",NA,2024-09-10,"YOLOBYLISBON (Replicate)","blims_sample_i_ds"
2024-09-23,"Toe Drain at STTD","ES0924B00082","A0D82120386","0330","1000 - Non-Public, Review Status Unknown","Toe Drain at Rotary Screw Trap",NA,2024-09-24,"Toe Drain at STTD","blims_sample_i_ds"
2024-09-23,"Toe Drain at STTD","ES0924B00083","A0D82120386","0330","1000 - Non-Public, Review Status Unknown","Toe Drain at Rotary Screw Trap",NA,2024-09-24,"Toe Drain at STTD (Replicate)","blims_sample_i_ds"
2024-09-23,"Toe Drain YB LISBON","ES0924B00080","B9D82851352","0330","1000 - Non-Public, Review Status Unknown","Yolo Bypass Toe Drain Below Lisbon Weir",NA,2024-09-24,"YOLOBYLISBON","blims_sample_i_ds"
2024-09-23,"Toe Drain YB LISBON","ES0924B00081","B9D82851352","0330","1000 - Non-Public, Review Status Unknown","Yolo Bypass Toe Drain Below Lisbon Weir",NA,2024-09-24,"YOLOBYLISBON (Replicate)","blims_sample_i_ds"
2024-10-07,"Toe Drain at STTD","ES1024B00086","A0D82120386","0330","1000 - Non-Public, Review Status Unknown","Toe Drain at Rotary Screw Trap",NA,2024-10-08,"Toe Drain at STTD","blims_sample_i_ds"
2024-10-07,"Toe Drain at STTD","ES1024B00087","A0D82120386","0330","1000 - Non-Public, Review Status Unknown","Toe Drain at Rotary Screw Trap",NA,2024-10-08,"Toe Drain at STTD (Replicate)","blims_sample_i_ds"
2024-10-07,"Toe Drain YB LISBON","ES1024B00084","B9D82851352","0330","1000 - Non-Public, Review Status Unknown","Yolo Bypass Toe Drain Below Lisbon Weir",NA,2024-10-08,"YOLOBYLISBON","blims_sample_i_ds"
2024-10-07,"Toe Drain YB LISBON","ES1024B00085","B9D82851352","0330","1000 - Non-Public, Review Status Unknown","Yolo Bypass Toe Drain Below Lisbon Weir",NA,2024-10-08,"YOLOBYLISBON (Replicate)","blims_sample_i_ds"
2024-07-02,"MONTEZUMA SLU A (OLD","SM0724B0003","E3S80551531","0340","1000 - Non-Public, Review Status Unknown","MONTEZUMA SLU A (OLD) ROARING R S",NA,2024-07-03,"MONTEZUMA SLU A (OLD","blims_sample_i_ds"
2024-07-02,"MONTEZUMA SLU A (OLD","SM0724B0001","E3S80551531","0340","1000 - Non-Public, Review Status Unknown","MONTEZUMA SLU A (OLD) ROARING R S",NA,2024-07-03,"MONTEZUMA SLU A (OLD","blims_sample_i_ds"
2024-07-02,"MONTEZUMA SLU NR BEL","SM0724B0002","E3S81121582","0340","1000 - Non-Public, Review Status Unknown","MONTEZUMA SLU NR BELDONS LDG",NA,2024-07-03,"MONTEZUMA SLU NR BEL","blims_sample_i_ds"
2024-07-02,"Blank; Equipment","SM0724B0004","Blank; Equipment","0340","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-07-03,"Equipment Blank","blims_sample_i_ds"
2024-07-17,"Suisun Slough","SM0724B00007","E3S80742049","0340","1000 - Non-Public, Review Status Unknown","Suisun Slough Adjacent to Godfather Club (S-37)",NA,2024-07-25,"Suisun Slough","blims_sample_i_ds"
2024-08-01,"Suisun Slough","SM0824B00008","E3S80742049","0340","1000 - Non-Public, Review Status Unknown","Suisun Slough Adjacent to Godfather Club (S-37)",NA,2024-08-02,"Suisun Slough","blims_sample_i_ds"
2024-08-21,"SACRAMENTO R A COLLI","SM0824B00012","B9D80441510","0340","1000 - Non-Public, Review Status Unknown","SACRAMENTO R A COLLINSVILLE",NA,2024-08-22,"SACRAMENTO R A COLLI","blims_sample_i_ds"
2024-08-21,"NSL","SM0824B00013","E3S80731533","0340","1000 - Non-Public, Review Status Unknown","National Steel on Montezuma Slough",NA,2024-08-22,"NSL","blims_sample_i_ds"
2024-09-04,"S42","SM0924B00015","E3S81082028","0340","1000 - Non-Public, Review Status Unknown","S42 - Suisun Slough 300' south of Volanti Slough",NA,2024-09-05,"HSL","blims_sample_i_ds"
2024-09-04,"Hill Slu Nr Bridge","SM0924B00014","B9S81332014","0340","1000 - Non-Public, Review Status Unknown","Hill Slough SW of Grizzly Isl Br",NA,2024-09-05,"HUN","blims_sample_i_ds"
2024-09-04,"HUNTER CUT A SUISUN","SM0924B00016","E3S80952033","0340","1000 - Non-Public, Review Status Unknown","HUNTER CUT A SUISUN SLU",NA,2024-09-05,"VOL","blims_sample_i_ds"
2024-09-04,"MONTEZUMA SLU NR BEL","SM0924B00017","E3S81121582","0340","1000 - Non-Public, Review Status Unknown","MONTEZUMA SLU NR BELDONS LDG",NA,2024-09-06,"MONTEZUMA SLU NR BEL","blims_sample_i_ds"
2024-09-04,"MONTEZUMA SLU NR BEL","SM0924B00019","E3S81121582","0340","1000 - Non-Public, Review Status Unknown","MONTEZUMA SLU NR BELDONS LDG",NA,2024-09-06,"MONTEZUMA SLU NR BEL","blims_sample_i_ds"
2024-09-04,"MONTEZUMA SLU A (OLD","SM0924B00018","E3S80551531","0340","1000 - Non-Public, Review Status Unknown","MONTEZUMA SLU A (OLD) ROARING R S",NA,2024-09-06,"MONTEZUMA SLU A (OLD","blims_sample_i_ds"
2024-09-04,"Blank; Equipment","SM0924B00020","Blank; Equipment","0340","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-09-06,"Equipment Blank","blims_sample_i_ds"
2024-09-18,"SACRAMENTO R A COLLI","SM0924B00021","B9D80441510","0340","1000 - Non-Public, Review Status Unknown","SACRAMENTO R A COLLINSVILLE",NA,2024-09-20,"SACRAMENTO R A COLLI","blims_sample_i_ds"
2024-09-18,"NSL","SM0924B00022","E3S80731533","0340","1000 - Non-Public, Review Status Unknown","National Steel on Montezuma Slough",NA,2024-09-20,"NSL","blims_sample_i_ds"
2024-09-25,"Suisun Slough","SM0924B00023","E3S80742049","0340","1000 - Non-Public, Review Status Unknown","Suisun Slough Adjacent to Godfather Club (S-37)",NA,2024-10-04,"Suisun Slough","blims_sample_i_ds"
2024-10-03,"MONTEZUMA SLU A (OLD","SM1024B00025","E3S80551531","0340","1000 - Non-Public, Review Status Unknown","MONTEZUMA SLU A (OLD) ROARING R S",NA,2024-10-04,"MONTEZUMA SLU A (OLD","blims_sample_i_ds"
2024-10-03,"MONTEZUMA SLU NR BEL","SM1024B00024","E3S81121582","0340","1000 - Non-Public, Review Status Unknown","MONTEZUMA SLU NR BELDONS LDG",NA,2024-10-04,"MONTEZUMA SLU NR BEL","blims_sample_i_ds"
2024-10-16,"SACRAMENTO R A COLLI","SM1024B00029","B9D80441510","0340","1000 - Non-Public, Review Status Unknown","SACRAMENTO R A COLLINSVILLE",NA,2024-10-25,"SACRAMENTO R A COLLI","blims_sample_i_ds"
2024-10-16,"NSL","SM1024B00030","E3S80731533","0340","1000 - Non-Public, Review Status Unknown","National Steel on Montezuma Slough",NA,2024-10-25,"NSL","blims_sample_i_ds"
2024-10-16,"NSL","SM1024B00031","E3S80731533","0340","1000 - Non-Public, Review Status Unknown","National Steel on Montezuma Slough",NA,2024-10-25,"NSL","blims_sample_i_ds"
2024-10-16,"Blank; Equipment","SM1024B00032","Blank; Equipment","0340","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-10-25,"Equipment Blank","blims_sample_i_ds"
2024-07-15,"Blank; Field","EF0724B00002","Blank; Field","0350","1000 - Non-Public, Review Status Unknown","Blank; Field",NA,2024-07-16,"Blank; Field","blims_sample_i_ds"
2024-07-15,"( None )","EF0724B00003","(NONE)","0350","1000 - Non-Public, Review Status Unknown","( None )",NA,2024-07-16,"NONE","blims_sample_i_ds"
2024-07-15,"( None )","EF0724B00004","(NONE)","0350","1000 - Non-Public, Review Status Unknown","( None )",NA,2024-07-16,"NONE","blims_sample_i_ds"
2024-07-15,"( None )","EF0724B00005","(NONE)","0350","1000 - Non-Public, Review Status Unknown","( None )",NA,2024-07-16,"NONE","blims_sample_i_ds"
2024-07-15,"( None )","EF0724B00006","(NONE)","0350","1000 - Non-Public, Review Status Unknown","( None )",NA,2024-07-16,"NONE","blims_sample_i_ds"
2024-07-15,"( None )","EF0724B00007","(NONE)","0350","1000 - Non-Public, Review Status Unknown","( None )",NA,2024-07-16,"NONE","blims_sample_i_ds"
2024-07-15,"Blank; Equipment","EF0724B00001","Blank; Equipment","0350","1000 - Non-Public, Review Status Unknown","Blank; Equipment",NA,2024-07-16,"Blank; Equipment","blims_sample_i_ds"
